bank_id,date,amount,description,company,reference,ledger_id
B00194,2026-06-11,2541.41,PAYMENT NORTHFIELD PACKAGING REF INV-84395,Northfield Packaging,INV-84395,BANK-0813
B00694,2026-05-22,36430.24,PAYMENT CEDAR & VINE SUPPLY CO REF INV-98345,Cedar & Vine Supply Co,INV-98345,BANK-0814
B01061,2026-05-04,8070.29,INTEREST PAYMENT,Bluepeak Logistics,,BANK-0815
B00290,2026-07-15,2268.3,PAYMENT REDSTONE CONTRACTING REF INV-54089,Redstone Contracting,INV-54089,BANK-0816
B00221,2026-07-27,42303.15,PAYMENT VANTERRA CHEMICALS REF INV-78995,Vanterra Chemicals,INV-78995,BANK-0817
B00848,2026-05-04,3256.01,WIRE RECEIVED KESTREL MARKETING GROUP REF INV-71700,Kestrel Marketing Group,INV-71700,BANK-0818
B00212,2026-07-04,9063.34,PAYMENT EVERLINE MANUFACTURING REF INV-60394,Everline Manufacturing,INV-60394,BANK-0819
B00442,2026-05-04,32341.69,PAYMENT PINEHILL DISTRIBUTORS REF INV-96298,Pinehill Distributors,INV-96298,BANK-0820
B00894,2026-06-30,377.24,PARTIAL PMT RIVERBEND HARDWARE REF INV-98511,Riverbend Hardware,INV-98511,BANK-0821
B00392,2026-07-04,31200.98,PAYMENT EVERLINE MANUFACTURING REF INV-64827,Everline Manufacturing,INV-64827,BANK-0822
B00928,2026-07-27,2646.19,PARTIAL PMT COBALT FREIGHT LINES REF INV-80328,Cobalt Freight Lines,INV-80328,BANK-0823
B00765,2026-08-04,974.81,PAYMENT MARROW FITNESS STUDIOS REF INV-97194,Marrow Fitness Studios,INV-97194,BANK-0824
B00295,2026-06-26,64.21,PAYMENT PINEHILL DISTRIBUTORS REF INV-51116,Pinehill Distributors,INV-51116,BANK-0825
B00273,2026-05-27,30954.71,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-84991,Fenwick Office Solutions,INV-84991,BANK-0826
B00801,2026-07-21,2336.57,WIRE RECEIVED UMBRA DIGITAL STUDIO REF INV-45887,Umbra Digital Studio,INV-45887,BANK-0827
B00196,2026-06-23,3478.72,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-45804,Fenwick Office Solutions,INV-45804,BANK-0828
B00209,2026-06-10,19544.37,PAYMENT NIGHTSHADE SECURITY REF INV-29786,Nightshade Security,INV-29786,BANK-0829
B00899,2026-07-16,114.63,PARTIAL PMT BLUEPEAK LOGISTICS REF INV-93634,Bluepeak Logistics,INV-93634,BANK-0830
B00866,2026-06-18,33120.01,WIRE RECEIVED PINEHILL DISTRIBUTORS REF INV-67041,Pinehill Distributors,INV-67041,BANK-0831
B00122,2026-07-04,1868.41,PAYMENT HARBOR STATE INSURANCE REF INV-80776,Harbor State Insurance,INV-80776,BANK-0832
B00507,2026-07-23,26577.02,PAYMENT WESTGATE FACILITIES MGMT REF INV-39567,Westgate Facilities Mgmt,INV-39567,BANK-0833
B00690,2026-05-09,420.46,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-44483,Fenwick Office Solutions,INV-44483,BANK-0834
B00924,2026-06-02,20357.65,PARTIAL PMT MERIDIAN SOFTWARE INC REF INV-74124,Meridian Software Inc,INV-74124,BANK-0835
B00792,2026-07-04,448.59,WIRE RECEIVED GRANITE POINT CONSULTING REF INV-70029,Granite Point Consulting,INV-70029,BANK-0836
B00446,2026-07-27,23938.86,PAYMENT IRONWOOD MATERIALS REF INV-32645,Ironwood Materials,INV-32645,BANK-0837
B00539,2026-06-17,228.62,PAYMENT JASPER METALS CORP REF INV-74066,Jasper Metals Corp,INV-74066,BANK-0838
B00736,2026-08-03,28247.45,PAYMENT QUORUM LEGAL ADVISORS REF INV-47313,Quorum Legal Advisors,INV-47313,BANK-0839
B00015,2026-06-21,24279.52,PAYMENT MARROW FITNESS STUDIOS REF INV-57447,Marrow Fitness Studios,INV-57447,BANK-0840
B00121,2026-06-06,38703.1,PAYMENT DELTA FREIGHT PARTNERS REF INV-67560,Delta Freight Partners,INV-67560,BANK-0841
B00581,2026-06-07,258.92,PAYMENT QUORUM LEGAL ADVISORS REF INV-57214,Quorum Legal Advisors,INV-57214,BANK-0842
B00175,2026-05-17,162.79,PAYMENT LAKESIDE PROPERTY MGMT REF INV-11947,Lakeside Property Mgmt,INV-11947,BANK-0843
B00872,2026-07-30,214.13,WIRE RECEIVED RIVERBEND HARDWARE REF INV-58310,Riverbend Hardware,INV-58310,BANK-0844
B00858,2026-07-13,268.64,WIRE RECEIVED VANTERRA CHEMICALS REF INV-73783,Vanterra Chemicals,INV-73783,BANK-0845
B00153,2026-07-29,2216.14,PAYMENT HOLLOW CREEK FARMS REF INV-48696,Hollow Creek Farms,INV-48696,BANK-0846
B00883,2026-07-03,299.71,PARTIAL PMT VANTERRA CHEMICALS REF INV-64125,Vanterra Chemicals,INV-64125,BANK-0847
B00615,2026-05-27,1158.93,PAYMENT SOLACE HEALTH SYSTEMS REF INV-80932,Solace Health Systems,INV-80932,BANK-0848
B00440,2026-07-15,436.98,PAYMENT FOXGLOVE DESIGN CO REF INV-60335,Foxglove Design Co,INV-60335,BANK-0849
B00633,2026-05-28,14485.17,PAYMENT LAKESIDE PROPERTY MGMT REF INV-99837,Lakeside Property Mgmt,INV-99837,BANK-0850
B00910,2026-05-14,6136.17,PARTIAL PMT GRANITE POINT CONSULTING REF INV-67878,Granite Point Consulting,INV-67878,BANK-0851
B00051,2026-05-17,4232.07,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-93507,Fenwick Office Solutions,INV-93507,BANK-0852
B00173,2026-05-28,29939.35,PAYMENT NIGHTSHADE SECURITY REF INV-40539,Nightshade Security,INV-40539,BANK-0853
B00719,2026-06-25,302.16,PAYMENT YELLOWBRICK MEDIA REF INV-56018,Yellowbrick Media,INV-56018,BANK-0854
B00269,2026-06-14,186.86,PAYMENT JUNCTION ANALYTICS REF INV-78012,Junction Analytics,INV-78012,BANK-0855
B00875,2026-06-13,31079.54,WIRE RECEIVED EVERLINE MANUFACTURING REF INV-80127,Everline Manufacturing,INV-80127,BANK-0856
B00474,2026-06-15,23293.06,PAYMENT GRANITE POINT CONSULTING REF INV-37215,Granite Point Consulting,INV-37215,BANK-0857
B00092,2026-05-15,32326.14,PAYMENT QUORUM LEGAL ADVISORS REF INV-31465,Quorum Legal Advisors,INV-31465,BANK-0858
B00235,2026-05-05,427.63,PAYMENT GRANITE POINT CONSULTING REF INV-47601,Granite Point Consulting,INV-47601,BANK-0859
B01048,2026-05-13,401.36,PAYMENT JASPER METALS CORP REF INV-8,,,BANK-0860
B00627,2026-05-28,3485.01,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-91039,Oakstone Realty Holdings,INV-91039,BANK-0861
B00663,2026-07-09,38385.94,PAYMENT KINGFISHER CABLE CO REF INV-84732,Kingfisher Cable Co,INV-84732,BANK-0862
B00572,2026-05-03,34788.65,PAYMENT REDSTONE CONTRACTING REF INV-16322,Redstone Contracting,INV-16322,BANK-0863
B00024,2026-05-09,4761.27,PAYMENT PINEHILL DISTRIBUTORS REF INV-79822,Pinehill Distributors,INV-79822,BANK-0864
B01018,2026-07-28,48794.27,PAYMENT KESTREL MARKETING GROUP REF INV-97340 (DUP),Kestrel Marketing Group,INV-97340,BANK-0865
B01056,2026-05-22,114.52,MISC CREDIT HARBOR STATE INSURANCE,Harbor State Insurance,,BANK-0866
B00585,2026-05-08,10087.55,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-30892,Driftwood Café Group,INV-30892,BANK-0867
B00855,2026-07-23,265.83,WIRE RECEIVED IRONWOOD MATERIALS REF INV-19296,Ironwood Materials,INV-19296,BANK-0868
B00387,2026-06-11,380.69,PAYMENT SOLACE HEALTH SYSTEMS REF INV-59290,Solace Health Systems,INV-59290,BANK-0869
B00981,2026-07-20,2324.12,PAYMENT IRONWOOD MATERIALS REF INV-70856,Ironwood Materials,INV-70856,BANK-0870
B00187,2026-06-24,23486.39,PAYMENT MARROW FITNESS STUDIOS REF INV-16743,Marrow Fitness Studios,INV-16743,BANK-0871
B01021,2026-06-10,36821.05,PAYMENT QUORUM LEGAL ADVISORS REF INV,,,BANK-0872
B00425,2026-05-10,1709.23,PAYMENT JUNCTION ANALYTICS REF INV-93050,Junction Analytics,INV-93050,BANK-0873
B01070,2026-06-14,3157.09,MISC CREDIT UMBRA DIGITAL STUDIO,Umbra Digital Studio,,BANK-0874
B00204,2026-06-21,15949.24,PAYMENT YELLOWBRICK MEDIA REF INV-78676,Yellowbrick Media,INV-78676,BANK-0875
B00289,2026-05-18,11702.33,PAYMENT VANTERRA CHEMICALS REF INV-52987,Vanterra Chemicals,INV-52987,BANK-0876
B01009,2026-06-11,20425.66,PAYMENT KINGFISHER CABLE CO REF INV-73720,Kingfisher Cable Co,INV-73720,BANK-0877
B00336,2026-06-01,65.11,PAYMENT PRAIRIE WIND ENERGY REF INV-15798,Prairie Wind Energy,INV-15798,BANK-0878
B00847,2026-07-13,11341.53,WIRE RECEIVED LAKESIDE PROPERTY MGMT REF INV-42089,Lakeside Property Mgmt,INV-42089,BANK-0879
B00608,2026-05-18,229.04,PAYMENT RIVERBEND HARDWARE REF INV-64099,Riverbend Hardware,INV-64099,BANK-0880
B00704,2026-07-07,353.16,PAYMENT COBALT FREIGHT LINES REF INV-56338,Cobalt Freight Lines,INV-56338,BANK-0881
B00178,2026-05-06,14969.74,PAYMENT JASPER METALS CORP REF INV-96363,Jasper Metals Corp,INV-96363,BANK-0882
B00267,2026-07-21,44508.21,PAYMENT GLACIER POINT BANK REF INV-87042,Glacier Point Bank,INV-87042,BANK-0883
B00137,2026-07-02,31096.55,PAYMENT SOLACE HEALTH SYSTEMS REF INV-29476,Solace Health Systems,INV-29476,BANK-0884
B00753,2026-07-26,2064.49,PAYMENT NIGHTSHADE SECURITY REF INV-31016,Nightshade Security,INV-31016,BANK-0885
B00490,2026-05-08,29016.03,PAYMENT GRANITE POINT CONSULTING REF INV-38758,Granite Point Consulting,INV-38758,BANK-0886
B00463,2026-06-09,810.17,PAYMENT CEDAR & VINE SUPPLY CO REF INV-52899,Cedar & Vine Supply Co,INV-52899,BANK-0887
B00328,2026-06-30,205.04,PAYMENT EMBERLINE FOODS REF INV-14159,Emberline Foods,INV-14159,BANK-0888
B00812,2026-07-29,13056.76,WIRE RECEIVED FOXGLOVE DESIGN CO REF INV-81618,Foxglove Design Co,INV-81618,BANK-0889
B00421,2026-06-07,12576.98,PAYMENT WESTGATE FACILITIES MGMT REF INV-47923,Westgate Facilities Mgmt,INV-47923,BANK-0890
B00703,2026-06-07,2824.27,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-22190,Driftwood Café Group,INV-22190,BANK-0891
B00609,2026-07-10,18451.09,PAYMENT PRAIRIE WIND ENERGY REF INV-51144,Prairie Wind Energy,INV-51144,BANK-0892
B01029,2026-06-24,383.69,PAYMENT FOXGLOVE DESIGN CO REF INV-642,,INV-64289,BANK-0893
B00134,2026-06-23,3724.71,PAYMENT JUNCTION ANALYTICS REF INV-73242,Junction Analytics,INV-73242,BANK-0894
B00782,2026-05-15,19553.52,PAYMENT PINEHILL DISTRIBUTORS REF INV-98047,Pinehill Distributors,INV-98047,BANK-0895
B00665,2026-07-02,1503.05,PAYMENT ZENITH INDUSTRIAL SUPPLY REF INV-73191,Zenith Industrial Supply,INV-73191,BANK-0896
B00851,2026-06-28,41088.32,WIRE RECEIVED GLACIER POINT BANK REF INV-50683,Glacier Point Bank,INV-50683,BANK-0897
B00787,2026-06-02,14405.43,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-81620,Trailmark Equipment Rental,INV-81620,BANK-0898
B00731,2026-07-11,3379.04,PAYMENT NIGHTSHADE SECURITY REF INV-39770,Nightshade Security,INV-39770,BANK-0899
B00529,2026-07-02,16886.15,PAYMENT LAKESIDE PROPERTY MGMT REF INV-84976,Lakeside Property Mgmt,INV-84976,BANK-0900
B00256,2026-06-16,802.55,PAYMENT FOXGLOVE DESIGN CO REF INV-60181,Foxglove Design Co,INV-60181,BANK-0901
B00162,2026-05-16,5626.34,PAYMENT MARROW FITNESS STUDIOS REF INV-69609,Marrow Fitness Studios,INV-69609,BANK-0902
B01067,2026-07-12,243.81,TRANSFER FROM IVY & OAK PRINT SHOP,Ivy & Oak Print Shop,,BANK-0903
B00085,2026-05-17,4091.64,PAYMENT VANTERRA CHEMICALS REF INV-91560,Vanterra Chemicals,INV-91560,BANK-0904
B00590,2026-07-24,3597.09,PAYMENT VANTERRA CHEMICALS REF INV-42581,Vanterra Chemicals,INV-42581,BANK-0905
B00322,2026-06-27,40431.68,PAYMENT PINEHILL DISTRIBUTORS REF INV-79228,Pinehill Distributors,INV-79228,BANK-0906
B00313,2026-06-02,37900.37,PAYMENT MERIDIAN SOFTWARE INC REF INV-34405,Meridian Software Inc,INV-34405,BANK-0907
B00644,2026-06-14,18711.1,PAYMENT COBALT FREIGHT LINES REF INV-37752,Cobalt Freight Lines,INV-37752,BANK-0908
B00205,2026-05-22,1896.24,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-20011,Fenwick Office Solutions,INV-20011,BANK-0909
B00411,2026-06-27,2703.39,PAYMENT LUMEN ENERGY SERVICES REF INV-91187,Lumen Energy Services,INV-91187,BANK-0910
B00004,2026-07-29,315.17,PAYMENT FOXGLOVE DESIGN CO REF INV-65392,Foxglove Design Co,INV-65392,BANK-0911
B00140,2026-06-19,2628.39,PAYMENT CEDAR & VINE SUPPLY CO REF INV-96991,Cedar & Vine Supply Co,INV-96991,BANK-0912
B00918,2026-06-08,14338.95,PARTIAL PMT HARBOR STATE INSURANCE REF INV-62509,Harbor State Insurance,INV-62509,BANK-0913
B00811,2026-05-19,232.84,WIRE RECEIVED SOLACE HEALTH SYSTEMS REF INV-70762,Solace Health Systems,INV-70762,BANK-0914
B00455,2026-06-04,402.34,PAYMENT KINGFISHER CABLE CO REF INV-25473,Kingfisher Cable Co,INV-25473,BANK-0915
B00646,2026-07-10,137.45,PAYMENT QUORUM LEGAL ADVISORS REF INV-70458,Quorum Legal Advisors,INV-70458,BANK-0916
B00189,2026-05-15,986.98,PAYMENT HOLLOW CREEK FARMS REF INV-46512,Hollow Creek Farms,INV-46512,BANK-0917
B00919,2026-06-07,1839.2,PARTIAL PMT YELLOWBRICK MEDIA REF INV-94907,Yellowbrick Media,INV-94907,BANK-0918
B00657,2026-06-29,451.15,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-75683,Oakstone Realty Holdings,INV-75683,BANK-0919
B00054,2026-06-15,116.64,PAYMENT MARROW FITNESS STUDIOS REF INV-37535,Marrow Fitness Studios,INV-37535,BANK-0920
B00781,2026-07-21,301.68,PAYMENT HOLLOW CREEK FARMS REF INV-42275,Hollow Creek Farms,INV-42275,BANK-0921
B00029,2026-06-12,81.95,PAYMENT AURORA TEXTILES LTD REF INV-19287,Aurora Textiles Ltd,INV-19287,BANK-0922
B00712,2026-06-13,325.75,PAYMENT YELLOWBRICK MEDIA REF INV-90358,Yellowbrick Media,INV-90358,BANK-0923
B00465,2026-07-09,258.77,PAYMENT PINEHILL DISTRIBUTORS REF INV-42129,Pinehill Distributors,INV-42129,BANK-0924
B00335,2026-05-09,394.72,PAYMENT REDSTONE CONTRACTING REF INV-23224,Redstone Contracting,INV-23224,BANK-0925
B00756,2026-08-05,22437.09,PAYMENT EVERLINE MANUFACTURING REF INV-82281,Everline Manufacturing,INV-82281,BANK-0926
B00561,2026-06-10,400.52,PAYMENT LUMEN ENERGY SERVICES REF INV-93165,Lumen Energy Services,INV-93165,BANK-0927
B00833,2026-05-25,174.15,WIRE RECEIVED VANTERRA CHEMICALS REF INV-53321,Vanterra Chemicals,INV-53321,BANK-0928
B00747,2026-05-04,125.31,PAYMENT AURORA TEXTILES LTD REF INV-86162,Aurora Textiles Ltd,INV-86162,BANK-0929
B00617,2026-06-06,40857.51,PAYMENT MARROW FITNESS STUDIOS REF INV-97096,Marrow Fitness Studios,INV-97096,BANK-0930
B00431,2026-05-26,1210.93,PAYMENT HARBOR STATE INSURANCE REF INV-27290,Harbor State Insurance,INV-27290,BANK-0931
B00361,2026-05-14,57.71,PAYMENT SOLACE HEALTH SYSTEMS REF INV-22624,Solace Health Systems,INV-22624,BANK-0932
B00068,2026-06-06,2327.34,PAYMENT REDSTONE CONTRACTING REF INV-37549,Redstone Contracting,INV-37549,BANK-0933
B00519,2026-05-30,29365.21,PAYMENT GRANITE POINT CONSULTING REF INV-82561,Granite Point Consulting,INV-82561,BANK-0934
B00268,2026-05-16,395.5,PAYMENT LUMEN ENERGY SERVICES REF INV-77908,Lumen Energy Services,INV-77908,BANK-0935
B00716,2026-07-16,45197.17,PAYMENT LUMEN ENERGY SERVICES REF INV-51383,Lumen Energy Services,INV-51383,BANK-0936
B00967,2026-06-24,17562.69,PAYMENT NORTHFIELD PACKAGING REF INV-42329,Northfield Packaging,INV-42329,BANK-0937
B00845,2026-06-10,1433.18,WIRE RECEIVED TRAILMARK EQUIPMENT RENTAL REF INV-67817,Trailmark Equipment Rental,INV-67817,BANK-0938
B00103,2026-07-02,36077.42,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-68743,Driftwood Café Group,INV-68743,BANK-0939
B00840,2026-06-26,153.9,WIRE RECEIVED KINGFISHER CABLE CO REF INV-76321,Kingfisher Cable Co,INV-76321,BANK-0940
B00941,2026-07-15,4203.7,PARTIAL PMT FENWICK OFFICE SOLUTIONS REF INV-47189,Fenwick Office Solutions,INV-47189,BANK-0941
B00898,2026-05-29,1716.04,PARTIAL PMT AURORA TEXTILES LTD REF INV-47132,Aurora Textiles Ltd,INV-47132,BANK-0942
B00433,2026-07-20,4567.1,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-50043,Fenwick Office Solutions,INV-50043,BANK-0943
B00735,2026-06-27,37172.21,PAYMENT MARROW FITNESS STUDIOS REF INV-38913,Marrow Fitness Studios,INV-38913,BANK-0944
B00341,2026-07-25,20498.67,PAYMENT EMBERLINE FOODS REF INV-59958,Emberline Foods,INV-59958,BANK-0945
B01012,2026-06-08,2885.75,PAYMENT ORCHARD GROVE BAKERY REF INV-84350 (DUP),Orchard Grove Bakery,INV-84350,BANK-0946
B00423,2026-07-29,463.45,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-27392,Driftwood Café Group,INV-27392,BANK-0947
B00755,2026-07-24,1334.9,PAYMENT JASPER METALS CORP REF INV-52034,Jasper Metals Corp,INV-52034,BANK-0948
B00483,2026-06-05,222.23,PAYMENT BLUEPEAK LOGISTICS REF INV-46681,Bluepeak Logistics,INV-46681,BANK-0949
B00504,2026-06-27,3515.11,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-11493,Fenwick Office Solutions,INV-11493,BANK-0950
B01046,2026-05-16,69.48,PAYMENT QUORUM LEGAL ADVISORS REF INV-8,,INV-88878,BANK-0951
B00974,2026-06-27,289.0,PAYMENT EMBERLINE FOODS REF INV-74918 (DUP),Emberline Foods,INV-74918,BANK-0952
B00083,2026-07-08,1843.76,PAYMENT AURORA TEXTILES LTD REF INV-81582,Aurora Textiles Ltd,INV-81582,BANK-0953
B00988,2026-07-26,46950.95,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-57708 (DUP),Fenwick Office Solutions,INV-57708,BANK-0954
B00281,2026-06-20,260.07,PAYMENT JASPER METALS CORP REF INV-76249,Jasper Metals Corp,INV-76249,BANK-0955
B00035,2026-07-09,9405.89,PAYMENT FOXGLOVE DESIGN CO REF INV-11934,Foxglove Design Co,INV-11934,BANK-0956
B00809,2026-06-20,80.07,WIRE RECEIVED KINGFISHER CABLE CO REF INV-15144,Kingfisher Cable Co,INV-15144,BANK-0957
B00417,2026-06-01,9608.74,PAYMENT FOXGLOVE DESIGN CO REF INV-49021,Foxglove Design Co,INV-49021,BANK-0958
B00660,2026-07-02,381.16,PAYMENT JUNCTION ANALYTICS REF INV-40375,Junction Analytics,INV-40375,BANK-0959
B00786,2026-05-09,4670.28,PAYMENT PINEHILL DISTRIBUTORS REF INV-24585,Pinehill Distributors,INV-24585,BANK-0960
B00992,2026-06-12,367.19,PAYMENT MARROW FITNESS STUDIOS REF INV-41278 (DUP),Marrow Fitness Studios,INV-41278,BANK-0961
B01037,2026-06-15,21252.36,PAYM IRON MATE REF INV-,,,BANK-0962
B00325,2026-05-08,2699.73,PAYMENT NORTHFIELD PACKAGING REF INV-69432,Northfield Packaging,INV-69432,BANK-0963
B00647,2026-07-14,82.92,PAYMENT MARROW FITNESS STUDIOS REF INV-73857,Marrow Fitness Studios,INV-73857,BANK-0964
B00450,2026-05-20,118.71,PAYMENT REDSTONE CONTRACTING REF INV-80305,Redstone Contracting,INV-80305,BANK-0965
B00938,2026-06-18,15014.29,PARTIAL PMT EVERLINE MANUFACTURING REF INV-82536,Everline Manufacturing,INV-82536,BANK-0966
B00165,2026-06-22,36548.47,PAYMENT EVERLINE MANUFACTURING REF INV-25292,Everline Manufacturing,INV-25292,BANK-0967
B00912,2026-05-03,1966.88,PARTIAL PMT CEDAR & VINE SUPPLY CO REF INV-75234,Cedar & Vine Supply Co,INV-75234,BANK-0968
B00881,2026-07-02,134.11,PARTIAL PMT FOXGLOVE DESIGN CO REF INV-33699,Foxglove Design Co,INV-33699,BANK-0969
B00216,2026-06-19,3244.12,PAYMENT FOXGLOVE DESIGN CO REF INV-63578,Foxglove Design Co,INV-63578,BANK-0970
B00305,2026-07-07,15910.61,PAYMENT GRANITE POINT CONSULTING REF INV-39579,Granite Point Consulting,INV-39579,BANK-0971
B00242,2026-06-19,294.84,PAYMENT KINGFISHER CABLE CO REF INV-71621,Kingfisher Cable Co,INV-71621,BANK-0972
B00775,2026-06-19,66.82,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-66925,Trailmark Equipment Rental,INV-66925,BANK-0973
B00843,2026-05-06,244.46,WIRE RECEIVED CEDAR & VINE SUPPLY CO REF INV-87894,Cedar & Vine Supply Co,INV-87894,BANK-0974
B00959,2026-06-15,14242.01,PARTIAL PMT LUMEN ENERGY SERVICES REF INV-45349,Lumen Energy Services,INV-45349,BANK-0975
B00093,2026-06-18,19038.08,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-61990,Trailmark Equipment Rental,INV-61990,BANK-0976
B00309,2026-05-23,154.5,PAYMENT NIGHTSHADE SECURITY REF INV-64773,Nightshade Security,INV-64773,BANK-0977
B00262,2026-06-08,3692.93,PAYMENT UMBRA DIGITAL STUDIO REF INV-30644,Umbra Digital Studio,INV-30644,BANK-0978
B01033,2026-07-21,4060.49,PAYM GLAC POIN BANK REF INV-,,,BANK-0979
B00950,2026-07-03,640.59,PARTIAL PMT RIVERBEND HARDWARE REF INV-33111,Riverbend Hardware,INV-33111,BANK-0980
B00403,2026-07-18,22801.21,PAYMENT LUMEN ENERGY SERVICES REF INV-35863,Lumen Energy Services,INV-35863,BANK-0981
B00932,2026-06-28,80.55,PARTIAL PMT AURORA TEXTILES LTD REF INV-90114,Aurora Textiles Ltd,INV-90114,BANK-0982
B00009,2026-06-17,221.06,PAYMENT GRANITE POINT CONSULTING REF INV-56566,Granite Point Consulting,INV-56566,BANK-0983
B00398,2026-05-11,610.53,PAYMENT JUNCTION ANALYTICS REF INV-25213,Junction Analytics,INV-25213,BANK-0984
B00454,2026-06-14,1117.45,PAYMENT HARBOR STATE INSURANCE REF INV-78551,Harbor State Insurance,INV-78551,BANK-0985
B00879,2026-07-18,1060.38,WIRE RECEIVED SOLACE HEALTH SYSTEMS REF INV-46827,Solace Health Systems,INV-46827,BANK-0986
B00243,2026-06-15,336.05,PAYMENT CEDAR & VINE SUPPLY CO REF INV-18855,Cedar & Vine Supply Co,INV-18855,BANK-0987
B00888,2026-07-11,10173.19,PARTIAL PMT DELTA FREIGHT PARTNERS REF INV-40626,Delta Freight Partners,INV-40626,BANK-0988
B00548,2026-06-13,324.07,PAYMENT PRAIRIE WIND ENERGY REF INV-46239,Prairie Wind Energy,INV-46239,BANK-0989
B00125,2026-07-23,12883.58,PAYMENT RIVERBEND HARDWARE REF INV-67963,Riverbend Hardware,INV-67963,BANK-0990
B00702,2026-07-31,266.89,PAYMENT BLUEPEAK LOGISTICS REF INV-51383,Bluepeak Logistics,INV-51383,BANK-0991
B00832,2026-05-01,18500.09,WIRE RECEIVED SOLACE HEALTH SYSTEMS REF INV-24920,Solace Health Systems,INV-24920,BANK-0992
B00925,2026-05-05,93.59,PARTIAL PMT IVY & OAK PRINT SHOP REF INV-54470,Ivy & Oak Print Shop,INV-54470,BANK-0993
B00372,2026-07-17,2466.9,PAYMENT WESTGATE FACILITIES MGMT REF INV-90460,Westgate Facilities Mgmt,INV-90460,BANK-0994
B00718,2026-06-18,2644.43,PAYMENT NORTHFIELD PACKAGING REF INV-57312,Northfield Packaging,INV-57312,BANK-0995
B00982,2026-07-20,2324.12,PAYMENT IRONWOOD MATERIALS REF INV-70856 (DUP),Ironwood Materials,INV-70856,BANK-0996
B00655,2026-05-05,415.69,PAYMENT BLUEPEAK LOGISTICS REF INV-82298,Bluepeak Logistics,INV-82298,BANK-0997
B00317,2026-06-03,479.32,PAYMENT RIVERBEND HARDWARE REF INV-95679,Riverbend Hardware,INV-95679,BANK-0998
B00394,2026-07-22,99.22,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-90304,Fenwick Office Solutions,INV-90304,BANK-0999
B00566,2026-06-19,151.82,PAYMENT PINEHILL DISTRIBUTORS REF INV-75973,Pinehill Distributors,INV-75973,BANK-1000
B00260,2026-07-02,32534.47,PAYMENT QUORUM LEGAL ADVISORS REF INV-36237,Quorum Legal Advisors,INV-36237,BANK-1001
B00246,2026-05-05,783.95,PAYMENT LUMEN ENERGY SERVICES REF INV-48462,Lumen Energy Services,INV-48462,BANK-1002
B00688,2026-06-21,9512.54,PAYMENT FOXGLOVE DESIGN CO REF INV-54359,Foxglove Design Co,INV-54359,BANK-1003
B00808,2026-07-30,31698.09,WIRE RECEIVED COBALT FREIGHT LINES REF INV-15047,Cobalt Freight Lines,INV-15047,BANK-1004
B00940,2026-06-21,29922.39,PARTIAL PMT ORCHARD GROVE BAKERY REF INV-30677,Orchard Grove Bakery,INV-30677,BANK-1005
B00708,2026-06-14,19193.76,PAYMENT CEDAR & VINE SUPPLY CO REF INV-33969,Cedar & Vine Supply Co,INV-33969,BANK-1006
B00056,2026-05-04,4892.93,PAYMENT PINEHILL DISTRIBUTORS REF INV-33509,Pinehill Distributors,INV-33509,BANK-1007
B00964,2026-07-21,392.15,PAYMENT KESTREL MARKETING GROUP REF INV-90154 (DUP),Kestrel Marketing Group,INV-90154,BANK-1008
B00819,2026-07-15,2935.91,WIRE RECEIVED IVY & OAK PRINT SHOP REF INV-96438,Ivy & Oak Print Shop,INV-96438,BANK-1009
B00679,2026-06-24,6954.72,PAYMENT EMBERLINE FOODS REF INV-40079,Emberline Foods,INV-40079,BANK-1010
B00758,2026-05-29,69.7,PAYMENT EVERLINE MANUFACTURING REF INV-73618,Everline Manufacturing,INV-73618,BANK-1011
B00862,2026-07-27,1803.3,WIRE RECEIVED JUNCTION ANALYTICS REF INV-51497,Junction Analytics,INV-51497,BANK-1012
B00036,2026-07-01,4319.13,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-38016,Fenwick Office Solutions,INV-38016,BANK-1013
B00621,2026-07-05,129.84,PAYMENT FOXGLOVE DESIGN CO REF INV-25643,Foxglove Design Co,INV-25643,BANK-1014
B00927,2026-07-26,1485.78,PARTIAL PMT COBALT FREIGHT LINES REF INV-80328,Cobalt Freight Lines,INV-80328,BANK-1015
B00991,2026-06-12,367.19,PAYMENT MARROW FITNESS STUDIOS REF INV-41278,Marrow Fitness Studios,INV-41278,BANK-1016
